Gene_name,geneID,Rep. 1,Rep. 2,Avg. Expression,Rep. A,Rep. B,Avg. Expression,Foldchange,qvalue
Arih2,NM_011790,747,529,567,535,638,551,-1.157894737,1.50E-05
Ash2l,NM_011791,605,441,223,211,523,217,-2.410138249,4.30E-05
Bace1,NM_011792,174,99,100,78,136.5,89,-1.533707865,0.923164347
Banf1,NM_011793,2299,1670,1280,1208,1984.5,1244,-1.595257235,1
Bpnt1,NM_011794,1605,1040,639,556,1322.5,597.5,-2.213389121,0.000360864
C1ql1,NM_011795,0,0,0,0,0,0,0,1
Capn10,NM_011796,159,114,49,44,136.5,46.5,-2.935483871,8.19E-05
Car14,NM_011797,50,39,46,30,44.5,38,-1.171052632,0.147135734
Xcr1,NM_011798,23,13,376,235,18,305.5,16.97222222,2.85E-129
Cdc6,NM_011799,305,200,286,248,252.5,267,1.057425743,2.60E-09
Cdh20,NM_011800,0,0,0,0,0,0,0,1
Cfdp1,NM_011801,1423,1022,726,670,1222.5,698,-1.751432665,0.831008329
Clpx,NM_011802,517,363,205,201,440,203,-2.167487685,0.007311777
Klf6,NM_011803,4880,3066,21338,21518,3973,21428,5.393405487,6.10E-212
Creg1,NM_011804,5716,4071,1168,1126,4893.5,1147,-4.266346992,7.01E-42
Dido1,NM_011805,1148,825,384,420,986.5,402,-2.4539801,1.19E-06
Dmtf1,NM_011806,779,571,765,760,675,762.5,1.12962963,6.33E-16
Dlg2,NM_011807,0,0,0,0,0,0,0,1
Ets1,NM_011808,0,0,0,0,0,0,0,1
Ets2,NM_011809,2433,1710,3977,3697,2071.5,3837,1.852280956,5.09E-59
Faim,NM_011810,386,271,197,197,328.5,197,-1.66751269,1
Farsb,NM_011811,1769,1360,1103,981,1564.5,1042,-1.501439539,0.459593393
Fbln5,NM_011812,1,0,0,0,0.5,0,0,1
Fiz1,NM_011813,1036,794,641,637,915,639,-1.431924883,0.159882692
Fxr2,NM_011814,1202,882,772,774,1042,773,-1.347994825,0.017114198
Fyb,NM_011815,914,546,1536,1317,730,1426.5,1.954109589,3.51E-59
G3bp2,NM_011816,3957,2610,3440,3304,3283.5,3372,1.026952947,1.07E-14
Gadd45g,NM_011817,9,6,10,6,7.5,8,1.066666667,0.351553251
Gmcl1,NM_011818,330,211,163,166,270.5,164.5,-1.6443769,1
Gdf15,NM_011819,457,323,2264,1824,390,2044,5.241025641,2.76E-167
Ggt5,NM_011820,0,0,0,0,0,0,0,1
Gpc6,NM_011821,0,1,0,0,0.5,0,0,1
Pigq,NM_011822,612,406,208,236,509,222,-2.292792793,0.000663238
Gpr34,NM_011823,36,11,8,15,23.5,11.5,-2.043478261,1
Grem1,NM_011824,0,0,0,0,0,0,0,1
Grem2,NM_011825,0,0,0,0,0,0,0,1
Hax1,NM_011826,2725,1910,2916,2979,2317.5,2947.5,1.27184466,6.23E-27
Hcst,NM_011827,9,9,8,3,9,5.5,-1.636363636,1
Hs2st1,NM_011828,1368,928,390,402,1148,396,-2.898989899,1.66E-12
Impdh1,NM_011829,317,245,181,163,281,172,-1.63372093,1
Impdh2,NM_011830,2054,1470,1231,1062,1762,1146.5,-1.536851287,0.644126959
Insl5,NM_011831,0,0,0,0,0,0,0,1
Insrr,NM_011832,0,0,5,12,0,8.5,0,1.90E-05
Aadat,NM_011834,0,0,0,0,0,0,0,1
Katna1,NM_011835,456,287,571,603,371.5,587,1.580080754,2.34E-32
Lamc3,NM_011836,0,0,0,0,0,0,0,1
Ly6h,NM_011837,0,0,0,0,0,0,0,1
Lynx1,NM_011838,0,0,0,0,0,0,0,1
Mab21l2,NM_011839,0,0,0,0,0,0,0,1
Map2k5,NM_011840,264,187,86,85,225.5,85.5,-2.637426901,9.74E-05
Mapk7,NM_011841,824,674,364,334,749,349,-2.146131805,0.001926185
Mta2,NM_011842,2819,1968,1590,1445,2393.5,1517.5,-1.577265239,0.94949084
Esyt1,NM_011843,1466,972,1530,1428,1219,1479,1.213289582,2.06E-22
Mgll,NM_011844,0,0,0,0,0,0,0,1
Mid2,NM_011845,91,45,16,23,68,19.5,-3.487179487,0.000523767
Mmp17,NM_011846,0,0,0,0,0,0,0,1
Dnajb6,NM_011847,182,126,185,193,154,189,1.227272727,1.75E-11
Nek3,NM_011848,26,20,16,10,23,13,-1.769230769,1
Nek4,NM_011849,93,61,21,15,77,18,-4.277777778,1.79E-06
Nr0b2,NM_011850,82,51,3,2,66.5,2.5,-26.6,4.08E-18
Nt5e,NM_011851,0,0,0,0,0,0,0,1
Oas1g,NM_011852,449,316,985,926,382.5,955.5,2.498039216,8.64E-72
Oasl2,NM_011854,1273,844,9309,9049,1058.5,9179,8.671705243,1.09E-288
Odz1,NM_011855,0,0,0,0,0,0,0,1
Odz2,NM_011856,0,0,0,0,0,0,0,1
Odz3,NM_011857,0,0,0,0,0,0,0,1
Odz4,NM_011858,6,6,2,4,6,3,-2,1
Osr1,NM_011859,0,0,0,0,0,0,0,1
Nlrp5,NM_011860,0,0,0,0,0,0,0,1
Pacsin1,NM_011861,20,9,1125,935,14.5,1030,71.03448276,4.30493329872691e-317
Pacsin2,NM_011862,2171,1537,1151,1022,1854,1086.5,-1.706396687,1
Papss1,NM_011863,377,335,61,64,356,62.5,-5.696,6.51E-29
Papss2,NM_011864,5,0,1,1,2.5,1,-2.5,1
Pcbp1,NM_011865,8622,5920,4270,3353,7271,3811.5,-1.907647908,0.080800207
Pde10a,NM_011866,0,0,0,0,0,0,0,1
Slc26a4,NM_011867,0,0,3,1,0,2,0,0.155490514
Eci2,NM_011868,196,142,78,55,169,66.5,-2.541353383,0.001353685
Med24,NM_011869,595,383,571,448,489,509.5,1.04192229,2.51E-11
Cib1,NM_011870,132,113,46,43,122.5,44.5,-2.752808989,0.000580429
Prkra,NM_011871,168,132,28,31,150,29.5,-5.084745763,1.16E-13
Klk7,NM_011872,0,0,0,0,0,0,0,1
Dazap2,NM_011873,5198,3478,2847,2605,4338,2726,-1.591342627,0.992068508
Psmc4,NM_011874,1081,860,809,814,970.5,811.5,-1.195933457,6.33E-05
Psmd13,NM_011875,642,499,457,382,570.5,419.5,-1.359952324,0.051138742
Twf2,NM_011876,805,621,335,287,713,311,-2.292604502,0.000126883
Ptpn21,NM_011877,11,11,0,3,11,1.5,-7.333333333,0.014320982
Tiam2,NM_011878,100,72,8,17,86,12.5,-6.88,5.80E-12
Ik,NM_011879,1432,1027,803,748,1229.5,775.5,-1.585428756,1
Rgs7,NM_011880,0,0,0,0,0,0,0,1
Grk1,NM_011881,35,14,39,37,24.5,38,1.551020408,3.53E-06
Rnasel,NM_011882,1219,788,842,676,1003.5,759,-1.322134387,0.005492237
Rnf13,NM_011883,109,81,48,49,95,48.5,-1.958762887,0.513675548
Rngtt,NM_011884,272,161,287,244,216.5,265.5,1.226327945,5.65E-14
Mrps12,NM_011885,571,419,220,177,495,198.5,-2.493702771,9.00E-06
Scamp3,NM_011886,1101,848,543,499,974.5,521,-1.870441459,0.200469064
Scn11a,NM_011887,2,0,0,0,1,0,0,1
Ccl19,NM_011888,0,0,0,0,0,0,0,1
3-Sep,NM_011889,10,14,2,0,12,1,-12,0.00189507
Sgcb,NM_011890,160,125,742,695,142.5,718.5,5.042105263,3.79E-121
Sgcd,NM_011891,0,0,0,0,0,0,0,1
Sgcg,NM_011892,0,0,0,0,0,0,0,1
Sh3bp2,NM_011893,1295,1032,1939,1948,1163.5,1943.5,1.670391061,1.68E-45
Sh3bp5,NM_011894,1265,838,397,345,1051.5,371,-2.834231806,2.45E-11
Slc35a1,NM_011895,119,94,29,28,106.5,28.5,-3.736842105,7.07E-07
Spry1,NM_011896,4,3,2,2,3.5,2,-1.75,1
Spry2,NM_011897,194,147,111,170,170.5,140.5,-1.213523132,0.010210607
Spry4,NM_011898,5,2,4,4,3.5,4,1.142857143,0.632447394
Srp54a,NM_011899,48,35,52,30,41.5,41,-1.012195122,0.013996212
Mpdu1,NM_011900,603,453,394,358,528,376,-1.404255319,0.125187661
Tekt2,NM_011902,2,2,0,0,2,0,0,0.531327076
Tlk2,NM_011903,897,550,1852,1859,723.5,1855.5,2.564616448,1.08E-89
Tll2,NM_011904,0,0,0,0,0,0,0,1
Tlr2,NM_011905,4346,2799,2320,2044,3572.5,2182,-1.637259395,1
Tpra1,NM_011906,291,203,55,53,247,54,-4.574074074,1.38E-16
Trex2,NM_011907,0,0,0,0,0,0,0,1
Ubl3,NM_011908,2070,1415,1338,1227,1742.5,1282.5,-1.358674464,0.01315828
Usp18,NM_011909,533,354,4677,4770,443.5,4723.5,10.65050733,5.34E-290
Uts2,NM_011910,0,0,0,0,0,0,0,1
Vmn1r49,NM_011911,0,0,0,0,0,0,0,1
Vax2,NM_011912,0,0,0,0,0,0,0,1
Best1,NM_011913,1,1,1,0,1,0.5,-2,1
Whsc2,NM_011914,572,420,214,204,496,209,-2.373205742,0.000108207
Wif1,NM_011915,0,0,0,0,0,0,0,1
Xrn1,NM_011916,116,68,224,222,92,223,2.423913043,7.84E-38
Xrn2,NM_011917,1562,903,1615,1679,1232.5,1647,1.336308316,9.40E-30
Ldb3,NM_011918,1,0,0,0,0.5,0,0,1
Ing1,NM_011919,883,657,446,448,770,447,-1.722595078,1
Abcg2,NM_011920,24,19,20,15,21.5,17.5,-1.228571429,0.572068003
Aldh1a7,NM_011921,0,0,0,0,0,0,0,1
Anxa10,NM_011922,0,0,0,0,0,0,0,1
Angptl2,NM_011923,869,639,16,17,754,16.5,-45.6969697,4.88E-138
Avpr1b,NM_011924,0,0,0,0,0,0,0,1
Cd97,NM_011925,18,17,5,8,17.5,6.5,-2.692307692,0.32760389
Ceacam1,NM_011926,131,74,35,33,102.5,34,-3.014705882,0.000512135
Ceacam9,NM_011927,0,0,0,0,0,0,0,1
Clcn6,NM_011929,209,124,321,230,166.5,275.5,1.654654655,1.45E-25
Clcn7,NM_011930,1525,1091,2429,2660,1308,2544.5,1.945336391,7.05E-62
Rfwd2,NM_011931,789,565,692,803,677,747.5,1.104135894,5.97E-15
Dapp1,NM_011932,663,503,373,373,583,373,-1.563002681,1
Decr2,NM_011933,131,118,50,65,124.5,57.5,-2.165217391,0.078731329
Esrrb,NM_011934,0,0,0,0,0,0,0,1
Esrrg,NM_011935,0,0,0,0,0,0,0,1
Fto,NM_011936,1628,1107,469,452,1367.5,460.5,-2.969598263,4.30E-14
Gnpda1,NM_011937,1336,1020,363,400,1178,381.5,-3.087811271,1.18E-15
Grk6,NM_011938,393,289,93,63,341,78,-4.371794872,3.38E-19
Hsf4,NM_011939,48,33,10,12,40.5,11,-3.681818182,0.003349224
Ifi202b,NM_011940,0,0,1,0,0,0.5,0,1
Mapkbp1,NM_011941,336,228,385,412,282,398.5,1.413120567,1.98E-22
Lypla2,NM_011942,405,306,239,218,355.5,228.5,-1.555798687,1
Map2k6,NM_011943,100,60,4,8,80,6,-13.33333333,4.68E-17
Map2k7,NM_011944,1555,1063,872,885,1309,878.5,-1.490039841,0.311047019
Map3k1,NM_011945,1982,1198,512,434,1590,473,-3.361522199,3.82E-20
Map3k2,NM_011946,1332,831,881,871,1081.5,876,-1.234589041,0.000110193
Map3k3,NM_011947,748,624,461,477,686,469,-1.462686567,0.355309124
Map3k4,NM_011948,671,470,163,156,570.5,159.5,-3.576802508,5.23E-17
Mapk1,NM_011949,4139,3077,2092,2066,3608,2079,-1.735449735,0.857818739
Mapk13,NM_011950,0,0,0,0,0,0,0,1
Mapk14,NM_011951,2704,2034,740,578,2369,659,-3.594840668,6.77E-27
Mapk3,NM_011952,705,527,420,456,616,438,-1.406392694,0.11337718
Prl2c4,NM_011954,0,0,0,0,0,0,0,1
Nubp1,NM_011955,435,341,325,280,388,302.5,-1.282644628,0.012107673
Nubp2,NM_011956,793,644,374,313,718.5,343.5,-2.091703057,0.006099163
Creb3l1,NM_011957,221,162,73,68,191.5,70.5,-2.716312057,8.29E-05
Orc4,NM_011958,698,426,306,279,562,292.5,-1.921367521,0.222181717
Orc5,NM_011959,526,348,110,86,437,98,-4.459183673,2.09E-22
Parg,NM_011960,1086,798,479,434,942,456.5,-2.063526835,0.009619645
Plod2,NM_011961,309,292,369,347,300.5,358,1.191347754,1.34E-13
Plod3,NM_011962,1003,767,1274,1182,885,1228,1.387570621,2.34E-29
Psg18,NM_011963,0,0,0,0,0,0,0,1
Psg19,NM_011964,0,0,0,0,0,0,0,1
Psma1,NM_011965,1514,943,869,946,1228.5,907.5,-1.353719008,0.010002157
Psma4,NM_011966,1856,1373,1811,1685,1614.5,1748,1.082688139,5.30E-16
Psma5,NM_011967,758,543,849,779,650.5,814,1.251345119,1.99E-21
Psma6,NM_011968,1298,999,1033,937,1148.5,985,-1.165989848,7.82E-06
Psma7,NM_011969,1327,918,971,889,1122.5,930,-1.206989247,4.44E-05
Psmb2,NM_011970,1082,904,939,856,993,897.5,-1.106406685,4.18E-07
Psmb3,NM_011971,718,673,450,405,695.5,427.5,-1.626900585,1
Poli,NM_011972,243,177,72,68,210,70,-3,1.07E-06
Stk30,NM_011973,6,5,2,1,5.5,1.5,-3.666666667,0.56703411
Rpl27a,NM_011975,6250,4397,3641,3686,5323.5,3663.5,-1.453118602,0.126396071
Sema4g,NM_011976,13,6,1,1,9.5,1,-9.5,0.023416503
Slc27a1,NM_011977,2877,2114,2057,1928,2495.5,1992.5,-1.252446675,0.000207326
Slc27a2,NM_011978,0,0,0,4,0,2,0,0.155490514
Vnn3,NM_011979,0,0,20,22,0,21,0,1.62E-13
Zfp146,NM_011980,805,626,290,290,715.5,290,-2.467241379,2.36E-06
Zfp260,NM_011981,569,382,432,514,475.5,473,-1.005285412,1.60E-09
Homer1,NM_011982,182,126,484,405,154,444.5,2.886363636,5.54E-64
Homer2,NM_011983,0,0,0,0,0,0,0,1
Homer3,NM_011984,1057,751,421,372,904,396.5,-2.279949559,0.000115617
Mmp23,NM_011985,39,13,21,20,26,20.5,-1.268292683,0.418862239
Ncdn,NM_011986,1292,861,730,672,1076.5,701,-1.535663338,0.601810773
Pla2g10,NM_011987,0,0,0,0,0,0,0,1
Slc27a3,NM_011988,13,6,5,6,9.5,5.5,-1.727272727,1
Slc27a4,NM_011989,644,482,234,270,563,252,-2.234126984,0.001055397
Slc7a11,NM_011990,3858,2643,8380,7754,3250.5,8067,2.481772035,2.47E-94
Cops3,NM_011991,1018,730,458,440,874,449,-1.946547884,0.083798165
Rcn2,NM_011992,643,435,566,459,539,512.5,-1.051707317,3.63E-08
Dpysl4,NM_011993,0,0,0,0,0,0,0,1
Abcd2,NM_011994,1039,619,126,84,829,105,-7.895238095,4.40E-61
Pclo,NM_011995,0,0,0,0,0,0,0,1
Adh4,NM_011996,0,0,0,0,0,0,0,1
Casp8ap2,NM_011997,671,450,432,402,560.5,417,-1.3441247,0.023416503
Chst4,NM_011998,0,0,0,0,0,0,0,1
Clec4a2,NM_011999,23,14,1,2,18.5,1.5,-12.33333333,0.00011643
Cln8,NM_012000,2826,2002,2557,2300,2414,2428.5,1.006006628,4.87E-13
Cops4,NM_012001,1477,1256,750,681,1366.5,715.5,-1.909853249,0.071900132
Cops6,NM_012002,571,390,312,290,480.5,301,-1.596345515,1
Cops7a,NM_012003,1134,839,643,622,986.5,632.5,-1.559683794,0.911345371
Med14,NM_012005,300,204,135,142,252,138.5,-1.819494585,0.736931625
Acot1,NM_012006,0,0,0,0,0,0,0,1
Ctsj,NM_012007,0,0,0,0,0,0,0,1
Ddx3y,NM_012008,0,0,0,0,0,0,0,1
Sh2d1b1,NM_012009,0,0,0,0,0,0,0,1
Eif2s3x,NM_012010,10817,7264,5949,5716,9040.5,5832.5,-1.550021432,0.611189757
Eif2s3y,NM_012011,0,0,0,0,0,0,0,1
Exo1,NM_012012,651,403,209,184,527,196.5,-2.681933842,2.87E-07
Figla,NM_012013,0,0,0,0,0,0,0,1
Gprin1,NM_012014,0,0,0,0,0,0,0,1
H2afy,NM_012015,1311,873,547,522,1092,534.5,-2.04303087,0.01656019
Ern2,NM_012016,0,0,0,1,0,0.5,0,1
Zfp346,NM_012017,1842,1424,1012,872,1633,942,-1.733545648,0.854688835
Cep110,NM_012018,2205,1354,1067,989,1779.5,1028,-1.731031128,1
Aifm1,NM_012019,673,518,407,326,595.5,366.5,-1.624829468,1
Foxl2,NM_012020,0,0,0,0,0,0,0,1
Prdx5,NM_012021,308,252,862,868,280,865,3.089285714,1.18E-86
Ppp2r5c,NM_012023,1308,884,643,566,1096,604.5,-1.813068652,0.493592685
Ppp2r5e,NM_012024,809,523,519,557,666,538,-1.237918216,0.000395455
Racgap1,NM_012025,3092,2156,1097,1048,2624,1072.5,-2.446620047,8.94E-08
Rgnef,NM_012026,0,0,0,0,0,0,0,1
Mprip,NM_012027,1327,963,419,327,1145,373,-3.069705094,3.32E-15
St6galnac5,NM_012028,0,0,0,0,0,0,0,1
Ecsit,NM_012029,324,214,60,55,269,57.5,-4.67826087,4.37E-18
Slc9a3r1,NM_012030,792,585,604,552,688.5,578,-1.191176471,8.07E-05
Spag1,NM_012031,42,34,40,39,38,39.5,1.039473684,0.008372393
Serinc3,NM_012032,24042,16203,7527,7176,20122.5,7351.5,-2.737196491,1.48E-13
Tinag,NM_012033,0,0,0,0,0,0,0,1
Tpsg1,NM_012034,0,0,0,0,0,0,0,1
Trpc7,NM_012035,0,0,0,0,0,0,0,1
Vat1,NM_012037,5488,4258,2211,2240,4873,2225.5,-2.18962031,6.35E-05
Vsnl1,NM_012038,0,0,0,0,0,0,0,1
Zw10,NM_012039,1159,800,355,305,979.5,330,-2.968181818,7.24E-13
Pnck,NM_012040,0,0,0,0,0,0,0,1
Cul1,NM_012042,1256,821,760,888,1038.5,824,-1.260315534,0.000441233
Islr,NM_012043,0,0,0,0,0,0,0,1
Pla2g2e,NM_012044,24,16,10,12,20,11,-1.818181818,1
Pla2g2f,NM_012045,0,0,0,0,0,0,0,1
Spo11,NM_012046,0,0,0,0,0,0,0,1
Brd7,NM_012047,1356,891,765,747,1123.5,756,-1.486111111,0.286607794
Polk,NM_012048,584,388,372,318,486,345,-1.408695652,0.117794433
Nit1,NM_012049,326,234,174,168,280,171,-1.637426901,1
Omd,NM_012050,307,317,319,210,312,264.5,-1.179584121,0.001704419
Etv3,NM_012051,1614,1062,2482,2285,1338,2383.5,1.781390135,1.16E-53
Rps3,NM_012052,6494,5453,3918,3721,5973.5,3819.5,-1.563948161,1
Rpl8,NM_012053,18873,14448,11513,11251,16660.5,11382,-1.463758566,0.188698256
Aoah,NM_012054,634,430,1430,1577,532,1503.5,2.82612782,4.29E-92
Asns,NM_012055,3148,2430,2592,2562,2789,2577,-1.082266201,3.81E-09
Fkbp9,NM_012056,0,0,0,0,0,0,0,1
Irf5,NM_012057,1092,781,1349,1340,936.5,1344.5,1.435664709,1.48E-32
Srp9,NM_012058,1467,1036,788,721,1251.5,754.5,-1.65871438,1
Bcap31,NM_012060,1325,918,650,612,1121.5,631,-1.777337559,0.691940063
Cadps,NM_012061,169,149,312,282,159,297,1.867924528,1.16E-30
Pde6g,NM_012065,1,1,0,0,1,0,0,0.94949084
Atp1b2,NM_013415,0,1,1,2,0.5,1.5,3,0.756647998
Abca1,NM_013454,1156,820,561,557,988,559,-1.76744186,0.756647998
Acr,NM_013455,0,0,0,0,0,0,0,1
Actn3,NM_013456,4,3,3,1,3.5,2,-1.75,1
Add1,NM_013457,1639,1223,838,753,1431,795.5,-1.798868636,0.466324141
Add2,NM_013458,0,0,0,0,0,0,0,1
Cfd,NM_013459,0,0,0,0,0,0,0,1
Adra1d,NM_013460,0,0,0,0,0,0,0,1
Adra1a,NM_013461,67,30,25,57,48.5,41,-1.182926829,0.09420166
Adrb3,NM_013462,0,0,0,0,0,0,0,1
Gla,NM_013463,2445,1571,2677,2767,2008,2722,1.355577689,8.87E-32
Ahr,NM_013464,1,1,2,0,1,1,1,1
Ahsg,NM_013465,0,0,0,0,0,0,0,1
Aldh1a1,NM_013467,0,0,0,0,0,0,0,1
Ankrd1,NM_013468,0,0,0,0,0,0,0,1
Anxa11,NM_013469,447,295,242,198,371,220,-1.686363636,1
Anxa3,NM_013470,991,739,795,717,865,756,-1.144179894,3.63E-06
Anxa4,NM_013471,1089,674,1296,1254,881.5,1275,1.446398185,1.25E-33
Anxa6,NM_013472,365,292,362,360,328.5,361,1.098934551,2.56E-11
Anxa8,NM_013473,1,0,0,0,0.5,0,0,1
Apoa2,NM_013474,7,10,2,3,8.5,2.5,-3.4,0.427191682
Apoh,NM_013475,0,0,0,0,0,0,0,1
Ar,NM_013476,0,0,0,0,0,0,0,1
Atp6v0d1,NM_013477,3947,3229,3419,3434,3588,3426.5,-1.047132643,1.81E-10
Azgp1,NM_013478,0,0,0,0,0,0,0,1
Bcl2l10,NM_013479,1,0,0,0,0.5,0,0,1
Bop1,NM_013481,1835,1409,910,725,1622,817.5,-1.984097859,0.021807177
Btk,NM_013482,1395,932,716,625,1163.5,670.5,-1.735272185,1
Btn1a1,NM_013483,0,0,0,1,0,0.5,0,1
C2,NM_013484,0,0,1,2,0,1.5,0,0.290371755
C9,NM_013485,0,0,0,0,0,0,0,1
Cd2,NM_013486,2,0,0,0,1,0,0,1
Cd3d,NM_013487,0,0,0,0,0,0,0,1
Cd4,NM_013488,13,10,3,2,11.5,2.5,-4.6,0.116611729
Cd84,NM_013489,1257,849,344,294,1053,319,-3.300940439,1.57E-17
Chka,NM_013490,477,313,821,861,395,841,2.129113924,4.13E-57
Clcn1,NM_013491,2,1,3,5,1.5,4,2.666666667,0.101754066
Clu,NM_013492,79,76,42,49,77.5,45.5,-1.703296703,1
Cnbp,NM_013493,9720,6644,4786,5322,8182,5054,-1.61891571,1
Cpe,NM_013494,169,132,65,77,150.5,71,-2.11971831,0.096494069
Cpt1a,NM_013495,569,455,108,118,512,113,-4.530973451,1.43E-25
Crabp1,NM_013496,0,0,0,0,0,0,0,1
Creb3,NM_013497,243,198,312,306,220.5,309,1.401360544,3.14E-19
Crem,NM_013498,141,94,937,943,117.5,940,8,1.51E-174
Cr1l,NM_013499,563,369,314,322,466,318,-1.465408805,0.296476886
Hapln1,NM_013500,0,0,0,0,0,0,0,1
Cryaa,NM_013501,0,0,0,0,0,0,0,1
Ctbp1,NM_013502,1351,938,409,422,1144.5,415.5,-2.754512635,1.27E-10
Drd5,NM_013503,0,0,0,0,0,0,0,1
Dsc1,NM_013504,1,0,0,0,0.5,0,0,1
Dsc2,NM_013505,0,0,0,0,0,0,0,1
Eif4a2,NM_013506,1695,1148,583,675,1421.5,629,-2.259936407,9.23E-05
Eif4g2,NM_013507,17761,11688,16906,16228,14724.5,16567,1.125131583,9.07E-21
Elk3,NM_013508,522,344,72,83,433,77.5,-5.587096774,2.06E-30
Eno2,NM_013509,8,7,9,15,7.5,12,1.6,0.022034406
Epb4.1l1,NM_013510,570,386,141,106,478,123.5,-3.870445344,2.24E-18
Epb4.1l2,NM_013511,2877,1873,1016,992,2375,1004,-2.365537849,2.15E-06
Epb4.1l4a,NM_013512,3,2,1,0,2.5,0.5,-5,0.756647998
Epb4.2,NM_013513,0,0,0,0,0,0,0,1
Epb4.9,NM_013514,0,0,0,0,0,0,0,1
Stom,NM_013515,7738,5441,6321,6317,6589.5,6319,-1.042807406,1.58E-11
Ms4a2,NM_013516,0,0,0,0,0,0,0,1
Fcer2a,NM_013517,0,0,0,0,0,0,0,1
Fgf9,NM_013518,9,7,3,2,8,2.5,-3.2,0.563847412
Foxc2,NM_013519,0,0,0,0,0,0,0,1
Flt3l,NM_013520,28,13,7,15,20.5,11,-1.863636364,1
Fpr1,NM_013521,0,0,21,23,0,22,0,2.44E-14
Frg1,NM_013522,206,174,151,156,190,153.5,-1.237785016,0.018555401
Fshr,NM_013523,0,0,0,0,0,0,0,1
Fut7,NM_013524,47,29,7,4,38,5.5,-6.909090909,4.29E-06
Gdf6,NM_013526,0,0,0,0,0,0,0,1
Gdf7,NM_013527,0,0,0,0,0,0,0,1
Gfpt1,NM_013528,1844,1257,2193,2037,1550.5,2115,1.364076104,4.71E-31
Gfpt2,NM_013529,2,0,24,19,1,21.5,21.5,2.44E-14
Gnb3,NM_013530,1,0,0,0,0.5,0,0,1
Gnb4,NM_013531,0,0,0,0,0,0,0,1
Lilrb4,NM_013532,2608,1919,5240,6022,2263.5,5631,2.487740225,9.09E-93
Gpr162,NM_013533,620,427,66,55,523.5,60.5,-8.652892562,3.13E-53
Leprel2,NM_013534,64,41,3,17,52.5,10,-5.25,3.06E-06
Grcc10,NM_013535,149,132,79,80,140.5,79.5,-1.767295597,1
Emg1,NM_013536,1303,949,590,588,1126,589,-1.911714771,0.118029969
Cdca3,NM_013538,1347,928,560,516,1137.5,538,-2.114312268,0.003372768
Spsb2,NM_013539,313,208,85,114,260.5,99.5,-2.618090452,6.08E-05
Gria2,NM_013540,0,0,0,0,0,0,0,1
Gstp1,NM_013541,28,21,15,9,24.5,12,-2.041666667,0.944883187
Gzmb,NM_013542,0,0,0,0,0,0,0,1
H2-Ke6,NM_013543,35,32,17,11,33.5,14,-2.392857143,0.298402068
H2-M10.1,NM_013544,0,0,0,0,0,0,0,1
Ptpn6,NM_013545,2224,1690,1526,1113,1957,1319.5,-1.483137552,0.337820158
Hebp1,NM_013546,182,121,39,30,151.5,34.5,-4.391304348,3.68E-11
Hgd,NM_013547,0,0,0,0,0,0,0,1
Hist1h3f,NM_013548,2,1,0,0,1.5,0,0,0.94949084
Hist2h2aa1,NM_013549,0,0,0,0,0,0,0,1
Hist1h3a,NM_013550,0,0,0,0,0,0,0,1
Hmbs,NM_013551,283,253,106,102,268,104,-2.576923077,3.52E-05
Hmmr,NM_013552,2679,1774,691,609,2226.5,650,-3.425384615,5.63E-23
Hoxc4,NM_013553,0,0,0,0,0,0,0,1
Hoxd10,NM_013554,0,0,0,0,0,0,0,1
Hoxd9,NM_013555,0,0,0,0,0,0,0,1
Hprt,NM_013556,2076,1415,1110,1077,1745.5,1093.5,-1.596250572,1
Eif2ak1,NM_013557,843,627,573,556,735,564.5,-1.302037201,0.006314093
Hspa1l,NM_013558,68,62,18,10,65,14,-4.642857143,1.18E-06
Hsph1,NM_013559,2645,1749,1081,911,2197,996,-2.205823293,0.000184252
Hspb1,NM_013560,0,0,0,0,0,0,0,1
Htr3a,NM_013561,0,0,0,0,0,0,0,1
Ifrd1,NM_013562,3083,1974,4505,4406,2528.5,4455.5,1.762111924,1.71E-55
Il2rg,NM_013563,1509,1092,1646,1795,1300.5,1720.5,1.32295271,5.46E-28
Insl3,NM_013564,6,9,8,3,7.5,5.5,-1.363636364,1
Itga3,NM_013565,0,0,0,0,0,0,0,1
Itgb7,NM_013566,25,27,21,22,26,21.5,-1.209302326,0.439175294
Kcna6,NM_013568,0,0,0,0,0,0,0,1
Kcnh2,NM_013569,9,0,0,1,4.5,0.5,-9,0.402891707
Krt33b,NM_013570,0,0,0,0,0,0,0,1
Ksr1,NM_013571,90,61,36,29,75.5,32.5,-2.323076923,0.104202953
Ldhc,NM_013580,0,0,0,0,0,0,0,1
Cog1,NM_013581,401,287,186,176,344,181,-1.900552486,0.299973827
Lhcgr,NM_013582,0,0,0,0,0,0,0,1
Lifr,NM_013584,12,5,0,3,8.5,1.5,-5.666666667,0.128289201
Psmb9,NM_013585,83,61,516,535,72,525.5,7.298611111,2.11E-130
Loxl3,NM_013586,846,675,445,424,760.5,434.5,-1.750287687,0.789226508
Lrpap1,NM_013587,1627,1197,886,883,1412,884.5,-1.596382137,1
Lrrc23,NM_013588,0,0,0,0,0,0,0,1
Ltbp2,NM_013589,1,0,0,0,0.5,0,0,1
Lyz1,NM_013590,2354,1690,719,703,2022,711,-2.843881857,1.91E-13
Madcam1,NM_013591,1,0,0,2,0.5,1,2,1
Matn4,NM_013592,0,0,0,0,0,0,0,1
